;timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
36;1484423342113;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
37;1484423342259;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
38;1484423342393;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
39;1484423342533;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
40;1484423342673;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
41;1484423342812;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
42;1484423342952;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
43;1484423343093;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
44;1484423343233;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
45;1484423343373;0.8515625;-1.1875;3.6484375;0.08642578125;0.017822265625;1.01098632812
46;1484423343519;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
47;1484423343653;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
48;1484423343793;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
49;1484423343939;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
50;1484423344073;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
51;1484423344212;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
52;1484423344353;1.9921875;1.234375;3.25;0.08740234375;-0.016845703125;0.993408203125
53;1484423344492;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
54;1484423344633;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
55;1484423344772;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
56;1484423344913;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
57;1484423345053;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
58;1484423345193;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
59;1484423345333;0.2265625;0.0;3.796875;0.120849609375;0.025390625;0.9921875
60;1484423345473;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
61;1484423345613;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
62;1484423345753;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
63;1484423345892;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
64;1484423346033;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
65;1484423346173;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
66;1484423346313;1.9140625;2.0546875;3.3203125;0.11767578125;0.006103515625;0.9716796875
67;1484423346453;0.0234375;1.5390625;2.796875;0.128662109375;0.01953125;0.99755859375
68;1484423346593;0.0234375;1.5390625;2.796875;0.128662109375;0.01953125;0.99755859375
69;1484423346733;0.0234375;1.5390625;2.796875;0.128662109375;0.01953125;0.99755859375
70;1484423346873;0.0234375;1.5390625;2.796875;0.128662109375;0.01953125;0.99755859375
71;1484423347013;0.0234375;1.5390625;2.796875;0.128662109375;0.01953125;0.99755859375
