;timestamp;gyro-alpha;gyro-beta;gyro-gamma;accel-x;accel-y;accel-z
0;1484423337073;1.5390625;1.625;3.21875;0.03271484375;0.017822265625;0.94580078125
1;1484423337213;1.5390625;1.625;3.21875;0.03271484375;0.017822265625;0.94580078125
2;1484423337353;1.5390625;1.625;3.21875;0.03271484375;0.017822265625;0.94580078125
3;1484423337499;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
4;1484423337633;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
5;1484423337773;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
6;1484423337919;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
7;1484423338053;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
8;1484423338193;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
9;1484423338333;0.40625;-0.5078125;2.28125;0.11376953125;0.0693359375;1.0029296875
10;1484423338473;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
11;1484423338613;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
12;1484423338753;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
13;1484423338893;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
14;1484423339033;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
15;1484423339179;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
16;1484423339313;2.1953125;-1.9921875;3.9453125;0.097412109375;0.041015625;1.06909179688
17;1484423339459;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
18;1484423339593;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
19;1484423339733;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
20;1484423339873;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
21;1484423340019;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
22;1484423340153;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
23;1484423340293;2.546875;-0.078125;3.6328125;0.052490234375;0.0234375;1.00366210938
24;1484423340433;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
25;1484423340573;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
26;1484423340719;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
27;1484423340853;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
28;1484423340993;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
29;1484423341133;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
30;1484423341273;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
31;1484423341413;-0.4609375;-1.171875;3.390625;0.114501953125;0.093017578125;0.98046875
32;1484423341553;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
33;1484423341693;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
34;1484423341839;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
35;1484423341972;-0.8984375;-2.3515625;2.171875;0.1279296875;0.013671875;0.952392578125
