;avg_gyro-alpha;avg_gyro-beta;avg_gyro-gamma;avg_ax;avg_ay;avg_az;min_gyro-alpha;min_gyro-beta;min_gyro-gamma;min_ax;min_ay;min_az;max_gyro-alpha;max_gyro-beta;max_gyro-gamma;max_ax;max_ay;max_az
2017-02-16 17:05:28.500;-17.9166666667;-4.59895833333;-8.02604166667;-0.226725260417;0.8662109375;-0.05224609375;-90.859375;-16.34375;-51.234375;-0.244140625;0.666015625;-0.166015625;18.5546875;1.2734375;13.578125;-0.19189453125;0.96630859375;0.004638671875
2017-02-16 17:05:29.000;-54.3880208333;-10.4713541667;-29.6302083333;-0.209309895833;0.76611328125;-0.109130859375;-90.859375;-16.34375;-51.234375;-0.244140625;0.666015625;-0.166015625;18.5546875;1.2734375;13.578125;-0.19189453125;0.96630859375;0.004638671875
2017-02-16 17:05:29.500;-90.859375;-16.34375;-51.234375;-0.19189453125;0.666015625;-0.166015625;-90.859375;-16.34375;-51.234375;-0.19189453125;0.666015625;-0.166015625;-90.859375;-16.34375;-51.234375;-0.19189453125;0.666015625;-0.166015625
2017-02-16 17:05:30.000;-51.90625;-0.65625;-23.76953125;-0.2724609375;0.811401367188;-0.0654296875;-90.859375;-16.34375;-51.234375;-0.35302734375;0.666015625;-0.166015625;-12.953125;15.03125;3.6953125;-0.19189453125;0.956787109375;0.03515625
2017-02-16 17:05:30.500;-12.953125;15.03125;3.6953125;-0.35302734375;0.956787109375;0.03515625;-12.953125;15.03125;3.6953125;-0.35302734375;0.956787109375;0.03515625;-12.953125;15.03125;3.6953125;-0.35302734375;0.956787109375;0.03515625
2017-02-16 17:05:31.000;-13.1640625;14.90625;-8.1953125;-0.313110351562;0.910766601562;0.0289306640625;-13.375;14.78125;-20.0859375;-0.35302734375;0.86474609375;0.022705078125;-12.953125;15.03125;3.6953125;-0.273193359375;0.956787109375;0.03515625
2017-02-16 17:05:31.500;-11.5888671875;14.5556640625;-15.66796875;-0.262268066406;0.881225585938;0.0469055175781;-13.375;12.9765625;-20.0859375;-0.273193359375;0.86474609375;0.022705078125;0.9140625;14.78125;15.2578125;-0.185791015625;0.99658203125;0.21630859375
2017-02-16 17:05:32.000;-4.4443359375;13.6533203125;2.00390625;-0.218566894531;0.947143554688;0.143707275391;-13.375;12.9765625;-20.0859375;-0.273193359375;0.86474609375;0.022705078125;0.9140625;14.78125;15.2578125;-0.185791015625;0.99658203125;0.21630859375
2017-02-16 17:05:32.500;0.9140625;12.9765625;15.2578125;-0.185791015625;0.99658203125;0.21630859375;0.9140625;12.9765625;15.2578125;-0.185791015625;0.99658203125;0.21630859375;0.9140625;12.9765625;15.2578125;-0.185791015625;0.99658203125;0.21630859375
2017-02-16 17:05:33.000;12.671875;-1.09765625;15.69140625;-0.22119140625;0.9736328125;0.206909179688;0.9140625;-15.171875;15.2578125;-0.256591796875;0.95068359375;0.197509765625;24.4296875;12.9765625;16.125;-0.185791015625;0.99658203125;0.21630859375
